candidate_id,resume_text,job_role
432,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
433,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
434,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
435,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
436,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
437,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
438,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
439,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
440,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
441,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
442,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
443,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
444,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
445,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
446,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
447,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
448,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
449,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
450,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
451,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
452,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
453,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
454,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
455,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
456,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
457,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
458,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
459,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
460,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
461,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
462,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
463,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
464,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
465,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
466,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
467,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
468,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
469,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
470,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
471,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
472,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
473,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
474,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
475,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
476,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
477,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
478,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
479,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
480,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
481,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
482,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
483,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
484,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
485,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
486,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
487,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
488,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
489,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
490,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
491,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
492,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
493,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
494,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
495,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
496,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
497,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
498,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
499,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
500,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
501,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
502,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
503,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
504,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
505,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
506,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
507,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
508,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
509,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
510,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
511,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
512,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
513,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
514,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
515,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
516,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
517,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
518,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
519,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
520,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
521,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
522,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
523,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
524,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
525,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
526,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
527,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
528,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
529,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
530,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
531,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
532,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
533,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
534,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
535,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
536,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
537,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
538,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
539,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
540,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
541,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
542,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
543,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
544,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
545,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
546,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
547,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
548,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
549,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
550,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
551,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
552,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
553,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
554,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
555,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
556,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
557,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
558,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
559,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
560,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
561,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
562,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
563,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
564,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
565,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
566,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
567,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
568,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
569,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
570,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
571,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
572,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
573,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
574,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
575,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
576,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
577,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
578,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
579,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
580,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
581,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
582,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
583,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
584,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
585,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
586,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
587,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
588,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
589,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
590,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
591,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
592,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
593,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
594,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
595,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
596,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
597,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
598,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
599,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
600,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
601,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
602,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
603,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
604,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
605,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
606,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
607,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
608,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
609,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
610,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
611,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
612,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
613,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
614,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
615,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
616,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
617,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
618,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
619,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
620,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
621,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
622,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
623,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
624,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
625,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
626,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
627,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
628,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
629,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
630,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
631,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
632,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
633,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
634,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
635,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
636,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
637,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
638,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
639,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
640,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
641,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
642,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
643,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
644,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
645,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
646,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
647,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
